transition,change_mode,old_gene_id,new_gene_id,reason_category,reason_detail,reason_source,confidence,bbh_pid,bbh_evalue,bbh_cov,old_reaction_count,new_reaction_count,old_reaction_ids,new_reaction_ids
iDT1294Photo -> DSM123,replace,RPE_RS08845,ACXYSJ_19785,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,90.074,1.64e-174,0.9855072463768116,6,4,SELabcpp | SLNTabcpp | SO4tex | SULabc | TSULabc | TSULabcpp,SELabcpp | SLNTabcpp | SO4tex | TSULabcpp
iDT1294Photo -> DSM123,replace,RPE_RS08850,ACXYSJ_19780,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,90.774,0.0,1.0,5,3,SELabcpp | SLNTabcpp | SULabc | TSULabc | TSULabcpp,SELabcpp | SLNTabcpp | TSULabcpp
iDT1294Photo -> DSM123,replace,RPE_RS08855,ACXYSJ_20970,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,83.725,0.0,1.0015673981191222,3,3,ADSK | SADT | SHS1,ADSK | SADT | SHS1
iDT1294Photo -> DSM123,replace,RPE_RS08860,ACXYSJ_20965,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,91.321,0.0,1.0,2,1,SADT | SADT2,SADT
iDT1294Photo -> DSM123,replace,RPE_RS08865,ACXYSJ_19775,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,71.399,0.0,1.010548523206751,2,2,SHCHD2 | SHCHF,SHCHD2 | SHCHF
iDT1294Photo -> DSM123,replace,RPE_RS08875,ACXYSJ_19765,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,87.703,0.0,1.0018115942028984,1,1,SULR,SULR
iDT1294Photo -> DSM123,replace,RPE_RS08885,ACXYSJ_20960,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,82.301,9.21e-139,0.9224489795918368,2,2,PAPSR | PAPSR2,PAPSR | PAPSR2
iDT1294Photo -> DSM123,replace,RPE_RS08890,ACXYSJ_20955,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,81.818,0.0,1.0,2,1,SO3abcpp | TSULabc,SO3abcpp
iDT1294Photo -> DSM123,replace,RPE_RS08895,ACXYSJ_20950,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,87.455,3.29e-172,1.0,1,1,SO3abcpp,SO3abcpp
iDT1294Photo -> DSM123,replace,RPE_RS08900,ACXYSJ_20945,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,79.739,3e-156,1.0166112956810631,1,1,SO3abcpp,SO3abcpp
iDT1294Photo -> DSM123,replace,RPE_RS08905,ACXYSJ_20940,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,81.844,0.0,0.9914285714285714,5,5,DHBSZ3FEabcpp | LIPAabcpp | PERD | SO3abcpp | SULabcpp,DHBSZ3FEabcpp | LIPAabcpp | PERD | SO3abcpp | SULabcpp
iDT1294Photo -> DSM123,replace,RPE_RS08915,ACXYSJ_19730,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,88.973,9.3e-176,1.0,5,5,AACPS6 | CHOLID | FAS120 | FAS200 | FASC200ACP,AACPS6 | CHOLID | FAS120 | FAS200 | FASC200ACP
iDT1294Photo -> DSM123,replace,RPE_RS08965,ACXYSJ_16470,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,76.806,0.0,1.0,3,3,2AGPEAT120 | 2AGPEAT141 | 2AGPEAT161,2AGPEAT120 | 2AGPEAT141 | 2AGPEAT161
iDT1294Photo -> DSM123,replace,RPE_RS08975,ACXYSJ_16460,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,87.823,1.5399999999999999e-176,1.0,12,12,CRNCAR | CRNCDH | ECOAH1 | ECOAH12 | ECOAH2 | ECOAH3 | ECOAH4 | ECOAH5 | ECOAH6 | ECOAH7 | ECOAH8 | OXDHCOAT,CRNCAR | CRNCDH | ECOAH1 | ECOAH12 | ECOAH2 | ECOAH3 | ECOAH4 | ECOAH5 | ECOAH6 | ECOAH7 | ECOAH8 | OXDHCOAT
iDT1294Photo -> DSM123,replace,RPE_RS08980,ACXYSJ_16455,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,78.835,0.0,1.0,10,10,FACOAL100t2pp | FACOAL120t2pp | FACOAL140t2pp | FACOAL141t2pp | FACOAL160t2pp | FACOAL161t2pp | FACOAL180t2pp | FACOAL181t2pp | FACOAL60t2pp | FACOAL80t2pp,FACOAL100t2pp | FACOAL120t2pp | FACOAL140t2pp | FACOAL141t2pp | FACOAL160t2pp | FACOAL161t2pp | FACOAL180t2pp | FACOAL181t2pp | FACOAL60t2pp | FACOAL80t2pp
iDT1294Photo -> DSM123,replace,RPE_RS09020,ACXYSJ_16430,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,76.981,0.0,1.0064655172413792,2,2,PEPC | PPC,PEPC | PPC
iDT1294Photo -> DSM123,replace,RPE_RS09030,ACXYSJ_16420,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,91.118,0.0,0.9934640522875816,1,1,CHOLID,CHOLID
iDT1294Photo -> DSM123,replace,RPE_RS09035,ACXYSJ_16415,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,91.579,0.0,1.0,1,1,BSCT,BSCT
iDT1294Photo -> DSM123,replace,RPE_RS09045,ACXYSJ_16405,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,80.0,0.0,1.0,1,0,GLXCL,
iDT1294Photo -> DSM123,replace,RPE_RS09075,ACXYSJ_06970,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,80.545,1.9200000000000002e-163,0.9884615384615384,4,4,4H2KPILY | DHEDAA | GLCRAL | LKDRA,4H2KPILY | DHEDAA | GLCRAL | LKDRA
iDT1294Photo -> DSM123,replace,RPE_RS09090,ACXYSJ_10375,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,68.1,0.0,0.9546436285097192,1,0,ETHAAL,
iDT1294Photo -> DSM123,replace,RPE_RS09125,ACXYSJ_07030,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,79.643,3.35e-163,1.0,2,2,ABTA | G1SAT,ABTA | G1SAT
iDT1294Photo -> DSM123,replace,RPE_RS09160,ACXYSJ_07065,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,85.991,0.0,1.0,5,5,ACODA | APTNAT | ASPTA | PTRCTA | SOTA,ACODA | APTNAT | ASPTA | PTRCTA | SOTA
iDT1294Photo -> DSM123,replace,RPE_RS09175,ACXYSJ_07080,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,79.795,0.0,1.0,4,4,4ABZGLUH | DAPDA | DHNCOAS | NPHS,4ABZGLUH | DAPDA | DHNCOAS | NPHS
iDT1294Photo -> DSM123,replace,RPE_RS09190,ACXYSJ_16310,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,84.892,0.0,1.0096852300242132,1,1,BTS6,BTS6
iDT1294Photo -> DSM123,replace,RPE_RS09245,ACXYSJ_16270,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,83.846,6.93e-163,1.0,13,13,CRNCAR | CRNCDH | ECOAH1 | ECOAH2 | ECOAH3 | ECOAH4 | ECOAH5 | ECOAH6 | ECOAH7 | ECOAH8 | HPPK | MMCD | OXDHCOAT,CRNCAR | CRNCDH | ECOAH1 | ECOAH2 | ECOAH3 | ECOAH4 | ECOAH5 | ECOAH6 | ECOAH7 | ECOAH8 | HPPK | MMCD | OXDHCOAT
iDT1294Photo -> DSM123,replace,RPE_RS09325,ACXYSJ_16180,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,91.25,0.0,1.0013908205841446,1,1,MMM2,MMM2
iDT1294Photo -> DSM123,replace,RPE_RS09335,ACXYSJ_16170,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,70.513,0.0,1.0,2,2,MMM | MMM2,MMM | MMM2
iDT1294Photo -> DSM123,replace,RPE_RS09340,ACXYSJ_16165,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,70.625,6.14e-79,0.975609756097561,2,2,DHNPA_1 | HPPK2,DHNPA_1 | HPPK2
iDT1294Photo -> DSM123,replace,RPE_RS09345,ACXYSJ_16160,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,81.102,1.2900000000000002e-73,1.0,1,1,DHNPA2r,DHNPA2r
iDT1294Photo -> DSM123,replace,RPE_RS09350,ACXYSJ_16155,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,77.567,3.06e-146,0.9195804195804196,3,3,DHPS | DHPS2 | FOLD3,DHPS | DHPS2 | FOLD3
iDT1294Photo -> DSM123,replace,RPE_RS09735,ACXYSJ_15750,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,80.528,0.0,1.0,1,1,FNOR,FNOR
iDT1294Photo -> DSM123,replace,RPE_RS09815,ACXYSJ_15685,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,94.154,0.0,1.0,1,1,DPR,DPR
iDT1294Photo -> DSM123,replace,RPE_RS09835,ACXYSJ_15665,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,91.549,0.0,1.0,2,2,ACOXT | FORCT,ACOXT | FORCT
iDT1294Photo -> DSM123,replace,RPE_RS09845,ACXYSJ_10895,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,83.762,0.0,1.0,2,2,Kt2pp | Ktex,Kt2pp | Ktex
iDT1294Photo -> DSM123,replace,RPE_RS09935,ACXYSJ_15570,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,86.207,0.0,1.0,2,2,GLUt2rpp | TRSARr,GLUt2rpp | TRSARr
iDT1294Photo -> DSM123,replace,RPE_RS09945,ACXYSJ_15560,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,94.49,0.0,1.0,3,3,FUMt2_2pp | FUMtex | SUCTARTtpp,FUMt2_2pp | FUMtex | SUCTARTtpp
iDT1294Photo -> DSM123,replace,RPE_RS09950,ACXYSJ_15555,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,87.255,0.0,0.99836867862969,4,3,FUMt2_2pp | FUMtex | GLUt2rpp | SUCTARTtpp,FUMt2_2pp | FUMtex | SUCTARTtpp
iDT1294Photo -> DSM123,replace,RPE_RS09970,ACXYSJ_15535,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,75.676,2.13e-126,0.9694323144104804,1,1,PGLYCP,PGLYCP
iDT1294Photo -> DSM123,replace,RPE_RS09975,ACXYSJ_15530,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,78.788,1.1699999999999998e-128,0.9545454545454546,2,2,ALLPI | RPI,ALLPI | RPI
iDT1294Photo -> DSM123,replace,RPE_RS09985,ACXYSJ_15520,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,85.498,0.0,1.0,2,2,GTHOr | NADS2,GTHOr | NADS2
iDT1294Photo -> DSM123,replace,RPE_RS09995,ACXYSJ_15515,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,84.233,0.0,1.0,1,1,DDPA,DDPA
iDT1294Photo -> DSM123,replace,RPE_RS10000,ACXYSJ_15510,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,79.13,9.169999999999999e-54,0.9745762711864406,7,7,DAGK120 | DAGK140 | DAGK141 | DAGK160 | DAGK161 | DAGK180 | DAGK181,DAGK120 | DAGK140 | DAGK141 | DAGK160 | DAGK161 | DAGK180 | DAGK181
iDT1294Photo -> DSM123,replace,RPE_RS10005,ACXYSJ_15505,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,86.701,0.0,0.9897435897435898,2,2,APENTAMAH | NADS1,APENTAMAH | NADS1
iDT1294Photo -> DSM123,replace,RPE_RS10040,ACXYSJ_15465,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,73.006,1.0299999999999999e-84,0.9588235294117649,1,1,O16AT,O16AT
iDT1294Photo -> DSM123,replace,RPE_RS10045,ACXYSJ_15460,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,87.805,0.0,1.0,3,3,CITMS | GLYCLTDx | GLYCTO1,CITMS | GLYCLTDx | GLYCTO1
iDT1294Photo -> DSM123,replace,RPE_RS10055,ACXYSJ_15455,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,82.659,0.0,1.0,1,1,GLXCBL,GLXCBL
iDT1294Photo -> DSM123,replace,RPE_RS10065,ACXYSJ_15440,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,76.119,8.81e-106,1.0,1,1,LYSDC,LYSDC
iDT1294Photo -> DSM123,replace,RPE_RS10070,ACXYSJ_15435,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,80.728,0.0,1.0030441400304415,1,1,LIPAabcpp,LIPAabcpp
iDT1294Photo -> DSM123,replace,RPE_RS10075,ACXYSJ_15430,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,81.545,8.31e-142,1.0,4,4,PSD140 | PSD160 | PSD180 | PSD181,PSD140 | PSD160 | PSD180 | PSD181
iDT1294Photo -> DSM123,replace,RPE_RS10080,ACXYSJ_15425,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,75.421,7.75e-143,1.006779661016949,2,2,PSSA160 | PSSA180,PSSA160 | PSSA180
iDT1294Photo -> DSM123,replace,RPE_RS10090,ACXYSJ_15410,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,75.182,1.37e-156,1.0036630036630036,14,14,AGMtex | AMPtex | ANHGMtex | ASO3tex | ASPtex | CITtex | CMPtex | CYTDtex | DAMPtex | DCAtex | DCMPtex | DGMPtex | DGSNtex | DTMPtex,AGMtex | AMPtex | ANHGMtex | ASO3tex | ASPtex | CITtex | CMPtex | CYTDtex | DAMPtex | DCAtex | DCMPtex | DGMPtex | DGSNtex | DTMPtex
iDT1294Photo -> DSM123,replace,RPE_RS10100,ACXYSJ_15405,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,82.569,1.65e-62,1.0,1,1,CYANST,CYANST
iDT1294Photo -> DSM123,replace,RPE_RS10110,ACXYSJ_15395,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,76.923,0.0,0.981132075471698,2,2,PTRCabc | PTRCabcpp,PTRCabc | PTRCabcpp
iDT1294Photo -> DSM123,replace,RPE_RS10120,ACXYSJ_15385,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,71.383,6.09e-170,1.0,2,2,EDTXS1 | EDTXS2,EDTXS1 | EDTXS2
iDT1294Photo -> DSM123,replace,RPE_RS10125,ACXYSJ_15380,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,89.736,0.0,1.0,4,4,ALCD19y | ALCD2x | ALCD2y | GLTPD,ALCD19y | ALCD2x | ALCD2y | GLTPD
iDT1294Photo -> DSM123,replace,RPE_RS10130,ACXYSJ_15375,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,86.417,0.0,1.0,16,16,3OAS100 | 3OAS120 | 3OAS121 | 3OAS140 | 3OAS141 | 3OAS160 | 3OAS161 | 3OAS180 | 3OAS181 | 3OAS60 | 3OAS80 | KAS14 | KAS15 | MACPD | OGMEACPS | OPMEACPS,3OAS100 | 3OAS120 | 3OAS121 | 3OAS140 | 3OAS141 | 3OAS160 | 3OAS161 | 3OAS180 | 3OAS181 | 3OAS60 | 3OAS80 | KAS14 | KAS15 | MACPD | OGMEACPS | OPMEACPS
