gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
RPE_RS13475,ACXYSJ_03990,57.87,216,85,3,3,216,4,215,1.92e-76,228.0,229,0.9432314410480349,<=>
RPE_RS12015,ACXYSJ_15715,37.938,1028,557,29,39,1014,159,1157,3.2700000000000004e-167,518.0,1014,1.0138067061143985,<=>
RPE_RS14490,ACXYSJ_11805,80.508,236,46,0,1,236,1,236,3.46e-143,397.0,243,0.9711934156378601,<=>
RPE_RS13070,ACXYSJ_11480,88.608,158,17,1,7,164,3,159,3.02e-101,285.0,164,0.9634146341463414,<=>
RPE_RS09800,ACXYSJ_15710,75.13,772,187,3,1,768,1,771,0.0,1184.0,772,1.0,<=>
RPE_RS18565,ACXYSJ_07550,82.997,347,58,1,1,346,1,347,0.0,589.0,346,1.0028901734104045,<=>
RPE_RS14985,ACXYSJ_13680,75.391,256,63,0,1,256,1,256,8.769999999999999e-131,367.0,256,1.0,<=>
RPE_RS18755,ACXYSJ_07315,37.113,97,31,4,1,68,1,96,4.35e-07,43.1,95,1.0210526315789474,->
RPE_RS12675,ACXYSJ_11150,72.177,248,68,1,1,248,1,247,1.97e-133,374.0,250,0.992,<=>
RPE_RS21315,ACXYSJ_06720,58.824,306,111,2,1,306,1,291,6.2e-114,328.0,313,0.9776357827476039,<=>
RPE_RS21100,ACXYSJ_17930,83.527,431,71,0,1,431,1,431,0.0,695.0,434,0.9930875576036866,<=>
RPE_RS06340,ACXYSJ_15075,44.0,150,84,0,1,150,4,153,7.59e-39,126.0,152,0.9868421052631579,->
RPE_RS00700,ACXYSJ_01380,68.542,480,120,10,24,482,24,493,0.0,640.0,482,0.995850622406639,<=>
RPE_RS04910,ACXYSJ_05885,71.121,232,67,0,1,232,1,232,1.91e-100,288.0,232,1.0,<=>
RPE_RS11910,ACXYSJ_08340,91.026,390,34,1,1,389,1,390,0.0,721.0,389,1.0025706940874035,<=>
RPE_RS09015,ACXYSJ_23180,44.244,721,373,9,1,711,1,702,1.02e-164,488.0,715,1.0083916083916085,<=>
RPE_RS16080,ACXYSJ_16350,45.954,346,187,0,1,346,1,346,1.5900000000000002e-85,259.0,352,0.9829545454545454,->
RPE_RS23305,ACXYSJ_19700,69.336,437,133,1,1,437,1,436,0.0,562.0,442,0.9886877828054299,<=>
RPE_RS00690,ACXYSJ_01420,73.023,215,55,3,1,213,1,214,9.32e-110,311.0,216,0.9953703703703703,<=>
RPE_RS03550,ACXYSJ_03115,94.0,200,12,0,1,200,1,200,7.33e-138,380.0,200,1.0,<=>
RPE_RS00445,ACXYSJ_02080,75.146,684,170,0,47,730,44,727,0.0,1091.0,747,0.9156626506024096,<=>
RPE_RS00340,ACXYSJ_24415,81.651,218,40,0,2,219,3,220,2.75e-121,340.0,221,0.9864253393665159,<=>
RPE_RS00615,ACXYSJ_01480,82.752,487,72,4,14,492,16,498,0.0,804.0,492,0.9898373983739838,<=>
RPE_RS15005,ACXYSJ_13705,76.023,171,31,2,1,161,1,171,4.31e-80,232.0,161,1.062111801242236,<=>
RPE_RS08725,ACXYSJ_19915,70.982,896,260,0,1,896,1,896,0.0,1266.0,903,0.9922480620155039,<=>
RPE_RS14715,ACXYSJ_13325,73.204,362,96,1,1,361,1,362,0.0,503.0,362,1.0,<=>
RPE_RS15670,ACXYSJ_10965,90.661,514,48,0,1,514,1,514,0.0,933.0,526,0.9771863117870723,<=>
RPE_RS03790,ACXYSJ_21895,90.062,322,32,0,1,322,1,322,0.0,608.0,323,0.9969040247678018,<=>
RPE_RS11130,ACXYSJ_14435,70.522,441,127,2,7,446,13,451,0.0,550.0,448,0.984375,<=>
RPE_RS12295,ACXYSJ_10360,43.195,169,90,3,332,495,222,389,5.6e-28,114.0,780,0.21666666666666667,->
RPE_RS11815,ACXYSJ_08720,58.53,381,111,4,19,368,1,365,9.38e-139,396.0,368,1.0353260869565217,<=>
RPE_RS11830,ACXYSJ_08735,82.967,182,31,0,1,182,1,182,4.7600000000000005e-117,327.0,182,1.0,<=>
RPE_RS06595,ACXYSJ_06215,78.078,593,125,4,1,592,1,589,0.0,801.0,592,1.0016891891891893,<=>
RPE_RS07245,ACXYSJ_05205,81.633,98,18,0,1,98,1,98,7.91e-55,162.0,98,1.0,<=>
RPE_RS13640,ACXYSJ_01145,29.412,153,92,6,21,165,43,187,9.11e-06,41.6,182,0.8406593406593407,->
RPE_RS24250,ACXYSJ_22160,71.769,294,83,0,1,294,1,294,6.89e-152,424.0,294,1.0,<=>
RPE_RS02640,ACXYSJ_02915,47.525,101,52,1,1,100,1,101,3.77e-21,77.8,100,1.01,<=>
RPE_RS03705,ACXYSJ_21800,83.704,135,22,0,19,153,19,153,9.21e-86,245.0,153,0.8823529411764706,<=>
RPE_RS14270,ACXYSJ_22565,32.069,290,186,2,18,307,9,287,6.77e-36,128.0,330,0.8787878787878788,->
RPE_RS06150,ACXYSJ_15225,91.597,357,30,0,1,357,1,357,0.0,618.0,357,1.0,<=>
RPE_RS24425,ACXYSJ_22335,88.285,239,28,0,1,239,1,239,1.7200000000000002e-161,444.0,239,1.0,<=>
RPE_RS14730,ACXYSJ_13340,60.149,537,180,5,36,572,24,526,0.0,631.0,573,0.93717277486911,<=>
RPE_RS09445,ACXYSJ_16060,55.172,58,23,1,1,58,1,55,4.64e-13,55.1,70,0.8285714285714286,<=>
RPE_RS15305,ACXYSJ_14330,89.302,215,23,0,1,215,1,215,9.200000000000001e-144,397.0,215,1.0,<=>
RPE_RS19305,ACXYSJ_21990,30.676,414,271,9,169,570,213,622,7.27e-51,187.0,666,0.6216216216216216,->
RPE_RS08940,ACXYSJ_06030,43.939,66,37,0,1,66,28,93,5.18e-11,50.8,73,0.9041095890410958,<=>
RPE_RS05420,ACXYSJ_03395,71.26,254,73,0,1,254,1,254,2.5900000000000003e-132,371.0,254,1.0,<=>
RPE_RS02565,ACXYSJ_24370,82.171,129,23,0,5,133,2,130,3.37e-76,219.0,133,0.9699248120300752,<=>
RPE_RS04485,ACXYSJ_22940,54.386,114,49,2,5,117,4,115,6.27e-39,124.0,117,0.9743589743589743,<=>
RPE_RS03050,ACXYSJ_18155,96.094,256,10,0,1,256,1,256,0.0,499.0,256,1.0,<=>
RPE_RS05485,ACXYSJ_07895,50.397,252,125,0,436,687,323,574,1.9800000000000001e-72,243.0,706,0.35694050991501414,<=>
RPE_RS06745,ACXYSJ_06345,69.032,155,48,0,9,163,2,156,1.37e-66,197.0,163,0.950920245398773,<=>
RPE_RS01530,ACXYSJ_24120,78.382,865,179,1,1,857,1,865,0.0,1242.0,857,1.0093348891481915,<=>
RPE_RS09325,ACXYSJ_16180,91.25,720,62,1,1,719,1,720,0.0,1333.0,719,1.0013908205841446,<=>
RPE_RS09710,ACXYSJ_15790,79.333,150,31,0,1,150,1,150,2.55e-77,225.0,168,0.8928571428571429,<=>
RPE_RS23020,ACXYSJ_05710,44.231,416,214,3,5,413,4,408,4.01e-109,324.0,413,1.0072639225181599,<=>
RPE_RS17675,ACXYSJ_09685,80.836,287,55,0,1,287,1,287,5.41e-180,494.0,287,1.0,<=>
RPE_RS22970,ACXYSJ_05765,90.87,230,21,0,1,230,1,230,1.8499999999999999e-153,422.0,230,1.0,<=>
RPE_RS14495,ACXYSJ_11800,76.58,269,63,0,1,269,1,269,2.69e-147,411.0,275,0.9781818181818182,<=>
RPE_RS08575,ACXYSJ_16495,78.963,328,69,0,1,328,1,328,0.0,531.0,331,0.9909365558912386,<=>
RPE_RS09395,ACXYSJ_16115,45.783,332,136,12,2,318,1,303,5.31e-60,191.0,318,1.0440251572327044,<=>
RPE_RS23450,ACXYSJ_04495,82.877,438,75,0,1,438,1,438,0.0,758.0,438,1.0,<=>
RPE_RS15640,ACXYSJ_05965,74.634,205,52,0,1,205,1,205,6.72e-117,329.0,223,0.9192825112107623,<=>
RPE_RS16420,ACXYSJ_10830,64.516,155,50,2,1,154,1,151,1.28e-65,194.0,154,1.0064935064935066,<=>
RPE_RS01845,ACXYSJ_00700,81.106,217,41,0,1,217,1,217,9.03e-135,374.0,217,1.0,<=>
RPE_RS16495,ACXYSJ_10470,80.129,619,119,1,1,615,1,619,0.0,978.0,622,0.9951768488745981,<=>
RPE_RS09955,ACXYSJ_15550,81.218,197,36,1,1,197,1,196,7.5e-116,325.0,199,0.9899497487437185,<=>
RPE_RS09645,ACXYSJ_15870,66.316,190,60,2,5,194,4,189,5.29e-87,251.0,194,0.979381443298969,<=>
RPE_RS20560,ACXYSJ_19675,75.521,192,45,1,33,222,36,227,4.49e-104,297.0,222,0.8648648648648649,<=>
RPE_RS23955,ACXYSJ_22560,84.9,351,50,1,1,348,1,351,0.0,584.0,351,1.0,<=>
RPE_RS08320,ACXYSJ_16915,96.405,306,11,0,1,306,1,306,0.0,589.0,306,1.0,<=>
RPE_RS15135,ACXYSJ_07720,36.757,185,108,5,46,224,25,206,4.32e-25,95.1,226,0.8185840707964602,<=>
RPE_RS11800,ACXYSJ_04215,67.626,417,135,0,6,422,6,422,2.24e-173,489.0,422,0.9881516587677726,<=>
RPE_RS00925,ACXYSJ_01285,92.344,418,32,0,1,418,1,418,0.0,806.0,427,0.9789227166276346,<=>
RPE_RS22065,ACXYSJ_20650,94.362,337,19,0,1,337,1,337,0.0,651.0,337,1.0,<=>
RPE_RS23110,ACXYSJ_23410,73.492,713,163,5,1,692,1,708,0.0,1014.0,692,1.0303468208092486,<=>
RPE_RS04820,ACXYSJ_05810,79.769,173,35,0,1,173,1,173,9.88e-104,292.0,174,0.9942528735632183,<=>
RPE_RS09690,ACXYSJ_15810,80.22,455,87,2,3,457,15,466,0.0,720.0,457,0.9956236323851203,<=>
RPE_RS23355,ACXYSJ_16220,40.764,157,60,6,398,531,1,147,2.1e-15,73.9,691,0.2272069464544139,->
RPE_RS05405,ACXYSJ_03375,71.3,554,153,3,11,559,11,563,0.0,788.0,559,0.9910554561717353,<=>
RPE_RS08695,ACXYSJ_19950,76.667,240,56,0,1,240,1,240,7.54e-141,392.0,243,0.9876543209876543,<=>
RPE_RS11090,ACXYSJ_15240,93.891,442,27,0,1,442,1,442,0.0,798.0,442,1.0,<=>
RPE_RS24770,ACXYSJ_18900,48.649,444,223,4,1,442,5,445,3.17e-125,377.0,450,0.9866666666666667,->
RPE_RS01790,ACXYSJ_00770,72.013,318,87,2,1,316,1,318,1.94e-151,424.0,316,1.0063291139240507,<=>
RPE_RS22670,ACXYSJ_21410,57.983,119,49,1,1,118,1,119,1.44e-44,138.0,118,1.0084745762711864,<=>
RPE_RS22975,ACXYSJ_05760,92.46,252,19,0,1,252,1,252,1.18e-175,480.0,252,1.0,<=>
RPE_RS13735,ACXYSJ_12980,90.183,438,42,1,1,437,1,438,0.0,816.0,437,1.002288329519451,<=>
RPE_RS15730,ACXYSJ_20190,31.104,299,183,8,31,324,31,311,1.7300000000000003e-27,107.0,351,0.8518518518518519,->
RPE_RS19365,ACXYSJ_23345,85.742,512,73,0,1,512,1,512,0.0,804.0,512,1.0,<=>
RPE_RS11345,ACXYSJ_15060,88.38,568,66,0,1,568,1,568,0.0,1024.0,569,0.9982425307557118,<=>
RPE_RS18390,ACXYSJ_03040,37.895,190,106,5,9,191,16,200,1.74e-23,93.6,284,0.6690140845070423,->
RPE_RS09265,ACXYSJ_16240,84.127,189,30,0,1,189,2,190,6.78e-108,304.0,189,1.0,<=>
RPE_RS05890,ACXYSJ_17415,40.0,250,129,8,2,235,9,253,2.16e-51,164.0,235,1.0638297872340425,->
RPE_RS20890,ACXYSJ_05410,71.084,249,71,1,1,249,1,248,1.2100000000000002e-123,351.0,278,0.89568345323741,<=>
RPE_RS23625,ACXYSJ_03325,82.099,648,115,1,1,648,1,647,0.0,1086.0,664,0.9759036144578314,<=>
RPE_RS00880,ACXYSJ_01310,74.107,224,58,0,6,229,2,225,2.1100000000000002e-123,347.0,230,0.9739130434782609,<=>
RPE_RS20270,ACXYSJ_11845,26.452,310,197,11,5,290,12,314,9.12e-09,55.5,595,0.5210084033613446,->
RPE_RS04000,ACXYSJ_01145,76.531,196,46,0,1,196,1,196,2.9e-110,310.0,196,1.0,<=>
RPE_RS17295,ACXYSJ_17670,57.273,330,141,0,2,331,1,330,2.25e-135,387.0,349,0.9455587392550143,->
RPE_RS07100,ACXYSJ_04990,76.398,322,76,0,3,324,2,323,9.46e-175,484.0,324,0.9938271604938271,<=>
RPE_RS04045,ACXYSJ_23485,75.949,316,76,0,6,321,3,318,6.54e-169,469.0,325,0.9723076923076923,<=>
RPE_RS05825,ACXYSJ_15415,21.951,246,151,8,42,270,22,243,0.000426,38.5,325,0.7569230769230769,->
RPE_RS00940,ACXYSJ_01280,83.219,292,49,0,13,304,10,301,4.8499999999999996e-176,486.0,321,0.9096573208722741,<=>
RPE_RS01830,ACXYSJ_00715,84.259,108,17,0,1,108,1,108,1.53e-62,183.0,108,1.0,<=>
RPE_RS21175,ACXYSJ_15070,30.108,186,102,6,16,184,43,217,8.14e-14,71.6,606,0.3069306930693069,<=>
RPE_RS17800,ACXYSJ_09210,94.286,140,8,0,1,140,1,140,2.08e-97,273.0,140,1.0,<=>
RPE_RS12500,ACXYSJ_14525,22.871,411,268,14,16,392,25,420,1.29e-08,53.5,392,1.0484693877551021,<=>
RPE_RS03250,ACXYSJ_15015,63.441,93,34,0,5,97,2,94,5.16e-43,132.0,100,0.93,->
RPE_RS18300,ACXYSJ_07830,91.618,346,28,1,1,346,1,345,0.0,573.0,349,0.9914040114613181,<=>
RPE_RS09235,ACXYSJ_04440,42.129,451,242,11,328,769,319,759,7.1e-94,307.0,784,0.5752551020408163,->
RPE_RS08350,ACXYSJ_16890,88.514,296,34,0,7,302,6,301,0.0,540.0,303,0.976897689768977,<=>
RPE_RS17255,ACXYSJ_09765,72.074,487,130,2,1,482,1,486,0.0,701.0,484,1.006198347107438,<=>
RPE_RS09180,ACXYSJ_07090,84.146,164,26,0,3,166,4,167,1e-90,259.0,166,0.9879518072289156,<=>
RPE_RS06890,ACXYSJ_04795,82.042,529,95,0,1,529,1,529,0.0,889.0,529,1.0,<=>
RPE_RS10145,ACXYSJ_15360,98.936,94,1,0,1,94,1,94,1.04e-64,187.0,94,1.0,<=>
RPE_RS07705,ACXYSJ_17430,65.468,139,46,1,1,137,1,139,8.63e-48,148.0,137,1.0145985401459854,<=>
RPE_RS26105,ACXYSJ_05220,66.0,50,17,0,3,52,2,51,6.8e-17,63.5,52,0.9615384615384616,<=>
RPE_RS11420,ACXYSJ_01235,36.232,69,41,1,41,106,22,90,5.05e-06,41.2,155,0.44516129032258067,->
RPE_RS18415,ACXYSJ_21445,81.18,627,118,0,1,627,1,627,0.0,1012.0,627,1.0,<=>
RPE_RS22040,ACXYSJ_20620,92.182,307,24,0,1,307,1,307,0.0,602.0,321,0.956386292834891,<=>
RPE_RS24270,ACXYSJ_02370,73.646,277,68,2,1,277,1,272,8.37e-148,412.0,277,1.0,<=>
RPE_RS19225,ACXYSJ_23525,77.971,345,76,0,12,356,8,352,1.7300000000000001e-164,461.0,356,0.9691011235955056,<=>
RPE_RS05395,ACXYSJ_03365,86.905,84,9,1,1,82,1,84,4.12e-46,139.0,82,1.024390243902439,<=>
RPE_RS16805,ACXYSJ_10220,66.292,89,30,0,1,89,1,89,2.98e-39,122.0,89,1.0,<=>
RPE_RS23565,ACXYSJ_04385,71.538,260,74,0,1,260,1,260,1.8e-139,390.0,263,0.9885931558935361,<=>
RPE_RS03595,ACXYSJ_22850,89.474,209,22,0,1,209,1,209,4.78e-126,352.0,209,1.0,<=>
RPE_RS03655,ACXYSJ_22795,81.159,828,115,4,115,901,73,900,0.0,1294.0,907,0.9128996692392503,<=>
RPE_RS08990,ACXYSJ_16440,63.636,341,118,2,28,362,9,349,2.5299999999999996e-128,369.0,363,0.9393939393939394,<=>
RPE_RS19110,ACXYSJ_06875,86.747,415,55,0,1,415,1,415,0.0,756.0,415,1.0,<=>
RPE_RS02890,ACXYSJ_15505,24.275,276,143,7,28,289,274,497,3.2e-09,55.1,346,0.7976878612716763,->
RPE_RS01155,ACXYSJ_02225,77.829,433,93,2,3,435,4,433,0.0,661.0,445,0.9730337078651685,<=>
RPE_RS24475,ACXYSJ_02855,82.692,624,104,2,1,620,1,624,0.0,1033.0,621,1.0048309178743962,<=>
RPE_RS22715,ACXYSJ_14050,85.714,42,6,0,7,48,11,52,7.78e-23,78.6,48,0.875,->
RPE_RS17040,ACXYSJ_03975,78.47,353,76,0,25,377,25,377,0.0,535.0,377,0.9363395225464191,<=>
RPE_RS14580,ACXYSJ_11700,84.486,477,74,0,1,477,2,478,0.0,843.0,477,1.0,<=>
RPE_RS04945,ACXYSJ_05145,88.213,263,31,0,1,263,1,263,4.4100000000000004e-164,453.0,280,0.9392857142857143,<=>
RPE_RS05955,ACXYSJ_17455,30.986,71,48,1,46,115,49,119,7.52e-05,36.6,116,0.6120689655172413,->
RPE_RS00220,ACXYSJ_16220,73.462,260,68,1,308,567,1,259,1.2199999999999999e-106,318.0,567,0.4585537918871252,->
RPE_RS16735,ACXYSJ_10305,88.223,484,50,4,8,490,7,484,0.0,808.0,490,0.9877551020408163,<=>
RPE_RS16790,ACXYSJ_10235,79.487,195,40,0,1,195,1,195,9.66e-98,279.0,195,1.0,<=>
RPE_RS15750,ACXYSJ_09700,36.039,616,326,21,16,612,54,620,4.07e-92,297.0,625,0.9856,->
RPE_RS02990,ACXYSJ_18215,87.075,147,19,0,1,147,1,147,2.52e-91,259.0,154,0.9545454545454546,<=>
RPE_RS15400,ACXYSJ_03940,80.622,418,81,0,7,424,7,424,0.0,639.0,424,0.9858490566037735,<=>
RPE_RS25375,ACXYSJ_15985,69.492,118,35,1,171,288,176,292,2.4599999999999997e-46,154.0,288,0.4097222222222222,<=>
RPE_RS15255,ACXYSJ_12390,66.109,239,81,0,5,243,3,241,8.17e-115,326.0,245,0.9755102040816327,<=>
RPE_RS03035,ACXYSJ_18170,95.443,395,18,0,1,395,1,395,0.0,784.0,395,1.0,<=>
RPE_RS24645,ACXYSJ_24465,34.294,694,358,24,3,651,5,645,1.8e-79,263.0,666,1.042042042042042,<=>
RPE_RS02130,ACXYSJ_10165,55.906,127,56,0,1,127,1,127,1.91e-50,154.0,132,0.9621212121212122,<=>
RPE_RS19800,ACXYSJ_19370,93.604,1110,71,0,1,1110,1,1110,0.0,2135.0,1110,1.0,<=>
RPE_RS00480,ACXYSJ_15560,32.298,322,200,6,45,358,34,345,2.2999999999999997e-42,149.0,381,0.8451443569553806,->
RPE_RS07475,ACXYSJ_07205,29.231,130,85,3,231,355,759,886,7.21e-05,42.0,366,0.3551912568306011,->
RPE_RS00850,ACXYSJ_01335,79.803,203,35,2,1,202,1,198,1.82e-113,319.0,202,1.004950495049505,<=>
RPE_RS16780,ACXYSJ_10245,68.349,218,69,0,1,218,1,218,3.04e-93,269.0,218,1.0,<=>
RPE_RS14030,ACXYSJ_12450,76.857,579,134,0,16,594,33,611,0.0,916.0,594,0.9747474747474747,<=>
RPE_RS24815,ACXYSJ_18410,32.092,349,182,12,2,330,11,324,2.53e-33,130.0,904,0.3860619469026549,<=>
RPE_RS20870,ACXYSJ_05430,83.495,206,34,0,1,206,1,206,2.56e-133,370.0,215,0.958139534883721,<=>
RPE_RS22680,ACXYSJ_21420,85.135,518,77,0,2,519,3,520,0.0,899.0,519,0.9980732177263969,<=>
RPE_RS08455,ACXYSJ_16775,63.406,276,101,0,2,277,19,294,3.68e-123,351.0,290,0.9517241379310345,<=>
RPE_RS06375,ACXYSJ_16795,34.688,320,197,6,1,311,1,317,8.150000000000001e-47,162.0,410,0.7804878048780488,->
RPE_RS16015,ACXYSJ_21205,51.19,168,79,1,5,169,3,170,3.52e-48,152.0,191,0.8795811518324608,<=>
RPE_RS14200,ACXYSJ_12135,96.078,102,2,1,1,102,1,100,5.1399999999999995e-68,197.0,114,0.8947368421052632,<=>
RPE_RS15355,ACXYSJ_14360,72.807,114,31,0,1,114,1,114,9.57e-62,181.0,116,0.9827586206896551,<=>
RPE_RS22115,ACXYSJ_10280,36.585,82,42,2,210,291,111,182,0.000128,39.3,317,0.2586750788643533,<=>
RPE_RS02665,ACXYSJ_02925,62.054,224,84,1,1,223,1,224,2.7e-100,288.0,224,1.0,<=>
RPE_RS02550,ACXYSJ_24405,84.314,153,24,0,17,169,22,174,1.7e-94,269.0,172,0.8895348837209303,<=>
RPE_RS24295,ACXYSJ_09815,41.531,431,230,7,285,710,432,845,8.66e-89,294.0,724,0.5953038674033149,->
RPE_RS02205,ACXYSJ_20615,59.016,122,44,4,12,131,10,127,6.08e-44,138.0,132,0.9242424242424242,<=>
RPE_RS24765,ACXYSJ_18900,55.118,254,112,1,3,256,483,734,1.52e-93,288.0,258,0.9844961240310077,<=>
RPE_RS08375,ACXYSJ_11145,30.539,167,103,6,71,235,88,243,1.93e-07,48.5,291,0.5738831615120275,->
RPE_RS18540,ACXYSJ_07570,76.559,465,108,1,1,465,1,464,0.0,686.0,467,0.9957173447537473,<=>
RPE_RS07040,ACXYSJ_04940,63.415,287,102,1,4,290,3,286,1.5e-130,370.0,300,0.9566666666666667,<=>
RPE_RS20760,ACXYSJ_05575,82.392,301,53,0,10,310,5,305,5.93e-180,496.0,311,0.9678456591639871,<=>
RPE_RS00490,ACXYSJ_15555,36.449,214,132,3,9,221,12,222,4.92e-31,125.0,639,0.3348982785602504,->
RPE_RS19215,ACXYSJ_06770,70.524,458,129,2,1,455,1,455,0.0,595.0,458,1.0,<=>
RPE_RS16105,ACXYSJ_18235,46.939,147,78,0,7,153,13,159,5.0699999999999996e-45,142.0,157,0.9363057324840764,->
RPE_RS16585,ACXYSJ_10385,92.276,246,19,0,1,246,1,246,5.31e-157,433.0,246,1.0,<=>
RPE_RS03610,ACXYSJ_22835,81.633,245,45,0,1,245,1,245,2.58e-152,421.0,245,1.0,<=>
RPE_RS09840,ACXYSJ_15660,80.603,232,45,0,1,232,13,244,2.77e-136,380.0,232,1.0,<=>
RPE_RS20395,ACXYSJ_19505,79.487,273,55,1,1,273,1,272,3.48e-144,402.0,273,1.0,<=>
RPE_RS21415,ACXYSJ_06660,63.333,270,98,1,7,276,9,277,1.85e-105,305.0,280,0.9642857142857143,<=>
RPE_RS10785,ACXYSJ_17550,30.325,277,162,14,1,267,3,258,7e-20,84.3,283,0.9787985865724381,<=>
RPE_RS17290,ACXYSJ_03960,45.74,223,117,1,1,223,1,219,1.81e-46,150.0,225,0.9911111111111112,<=>
RPE_RS17615,ACXYSJ_18835,90.431,209,20,0,207,415,3,211,1.6999999999999998e-138,399.0,512,0.408203125,->
RPE_RS25640,ACXYSJ_23665,55.556,36,16,0,14,49,353,388,6.48e-06,37.7,51,0.7058823529411765,->
RPE_RS11655,ACXYSJ_00750,39.691,194,112,2,2,191,3,195,1.34e-48,156.0,224,0.8660714285714286,<=>
RPE_RS16645,ACXYSJ_10325,88.978,499,55,0,1,499,1,499,0.0,927.0,499,1.0,<=>
RPE_RS18785,ACXYSJ_07285,82.769,325,56,0,1,325,1,325,0.0,523.0,325,1.0,<=>
RPE_RS24325,ACXYSJ_16185,44.595,74,41,0,1,74,7,80,2e-15,63.5,101,0.7326732673267327,->
RPE_RS07800,ACXYSJ_17355,69.343,137,42,0,1,137,1,137,1.16e-72,211.0,137,1.0,<=>
RPE_RS00555,ACXYSJ_01560,61.515,330,124,2,1,329,1,328,1.2999999999999999e-134,383.0,332,0.9939759036144579,<=>
RPE_RS03615,ACXYSJ_22825,72.01,418,117,0,1,418,1,418,0.0,539.0,423,0.9881796690307328,<=>
RPE_RS09815,ACXYSJ_15685,94.154,325,19,0,1,325,1,325,0.0,629.0,325,1.0,<=>
RPE_RS08970,ACXYSJ_16465,91.753,291,24,0,1,291,1,291,0.0,533.0,291,1.0,<=>
RPE_RS02010,ACXYSJ_16185,45.0,60,33,0,7,66,13,72,5.83e-11,52.0,99,0.6060606060606061,->
RPE_RS04245,ACXYSJ_15640,85.417,96,14,0,6,101,4,99,2.3200000000000002e-57,169.0,110,0.8727272727272727,<=>
RPE_RS11535,ACXYSJ_14940,85.597,243,35,0,1,243,1,243,2.3100000000000002e-154,426.0,246,0.9878048780487805,<=>
RPE_RS08380,ACXYSJ_16865,74.545,110,28,0,19,128,2,111,1.29e-51,156.0,128,0.859375,<=>
RPE_RS21290,ACXYSJ_17575,70.0,320,96,0,2,321,3,322,2.37e-175,486.0,324,0.9876543209876543,<=>
RPE_RS22205,ACXYSJ_04110,85.16,721,107,0,1,721,1,721,0.0,1244.0,721,1.0,<=>
RPE_RS11600,ACXYSJ_08485,74.502,251,64,0,1,251,1,251,9.389999999999999e-137,382.0,251,1.0,<=>
RPE_RS14610,ACXYSJ_11670,76.22,328,70,4,1,322,1,326,1.6700000000000003e-179,496.0,322,1.0186335403726707,<=>
RPE_RS20185,ACXYSJ_19095,90.274,1460,142,0,1,1460,1,1460,0.0,2635.0,1460,1.0,<=>
RPE_RS21565,ACXYSJ_06535,73.797,187,49,0,16,202,31,217,1.76e-98,282.0,202,0.9257425742574258,<=>
RPE_RS22100,ACXYSJ_20680,76.889,225,52,0,48,272,62,286,5.9599999999999995e-111,320.0,279,0.8064516129032258,<=>
RPE_RS06525,ACXYSJ_06130,91.667,60,5,0,1,60,1,60,9.560000000000001e-35,109.0,60,1.0,<=>
RPE_RS23855,ACXYSJ_04280,82.909,275,47,0,1,275,1,275,1.2199999999999999e-176,485.0,275,1.0,<=>
RPE_RS16185,ACXYSJ_21530,35.849,53,34,0,66,118,55,107,2.24e-05,39.7,164,0.3231707317073171,->
RPE_RS09335,ACXYSJ_16170,70.513,624,184,0,1,624,1,624,0.0,850.0,624,1.0,<=>
RPE_RS18795,ACXYSJ_07275,78.091,461,101,0,1,461,1,461,0.0,670.0,461,1.0,<=>
RPE_RS02440,ACXYSJ_00855,62.651,166,62,0,1,166,1,166,5.82e-71,209.0,172,0.9651162790697675,<=>
RPE_RS01825,ACXYSJ_00720,86.207,319,44,0,1,319,1,319,0.0,574.0,319,1.0,<=>
RPE_RS20955,ACXYSJ_05255,79.798,99,20,0,1,99,1,99,1.91e-54,162.0,99,1.0,<=>
RPE_RS13050,ACXYSJ_21990,40.4,500,249,12,289,748,132,622,1.12e-93,315.0,995,0.5025125628140703,->
RPE_RS01960,ACXYSJ_00565,64.476,563,193,2,1,560,1,559,0.0,688.0,560,1.0053571428571428,<=>
RPE_RS06180,ACXYSJ_06050,50.794,567,271,3,32,593,29,592,1.03e-177,513.0,598,0.9481605351170569,<=>
RPE_RS02290,ACXYSJ_01870,81.875,320,58,0,1,320,1,320,0.0,540.0,326,0.9815950920245399,<=>
RPE_RS07930,ACXYSJ_17250,82.166,157,27,1,1,157,1,156,6.23e-98,283.0,218,0.7201834862385321,<=>
RPE_RS13195,ACXYSJ_13795,74.359,507,97,9,1,498,1,483,0.0,728.0,498,1.0180722891566265,<=>
RPE_RS21250,ACXYSJ_22445,30.952,84,56,1,2,85,5,86,4.03e-06,43.9,255,0.32941176470588235,->
RPE_RS14075,ACXYSJ_10980,25.625,320,185,11,17,302,75,375,1.19e-09,58.2,603,0.5306799336650083,<=>
RPE_RS18210,ACXYSJ_13530,37.654,162,59,4,151,312,385,504,1.4e-15,77.0,637,0.2543171114599686,->
RPE_RS19555,ACXYSJ_01210,39.216,51,31,0,38,88,297,347,5.46e-05,38.9,149,0.3422818791946309,->
RPE_RS14615,ACXYSJ_13150,81.395,301,56,0,1,301,1,301,0.0,506.0,302,0.9966887417218543,<=>
RPE_RS08060,ACXYSJ_17125,91.4,407,35,0,1,407,1,407,0.0,784.0,410,0.9926829268292683,<=>
